"GRID_ID","s_j_erhjahr","bfs_akt","raumplanreg_code","bezirk_code","typ","c_zone","n_qmareal","n_zimmer","n_qmwhg","gbauj","neubau","lage","lage_class","seedist","distparade","id_ha_geb","n_preis","id_grid"
"AB-20",2010,230,109,110,"STW",1,0,3,NA,2010,1,3,"mittel",5000,19.6,38886,2988100.18055199,1564
"Y-33",2011,197,102,109,"STW",3,0,1,NA,1972,0,2,"günstig",5000,8.6,64021,495537.587178405,1139
"H-37",2013,242,104,111,"STW",1,0,0,NA,1962,0,4,"gehoben",5000,7.8,81835,6524.6711721411,1025
"F-15",2015,102,111,104,"STW",1,0,0,NA,2015,1,2,"günstig",5000,23.2,71486,890042.321129586,520
"Q-22",2015,72,111,103,"STW",3,0,0,NA,2015,1,3,"mittel",5000,13.4,19118,2462924.80278935,1483
"AC-52",2007,138,106,106,"Land",1,970,NA,NA,NA,NA,4,"gehoben",1382,22.6,779,2871.94341555098,20
"AC-46",2015,155,107,107,"EFH",1,680,6,160,1977,0,4,"gehoben",591,17.4,18014,276201.85065968,91
"J-33",2011,261,101,112,"STW",1,0,3,NA,1967,0,4,"gehoben",5000,5.8,9791,476545.262935455,304
"Y-47",2014,142,106,106,"STW",11,0,0,NA,2014,1,4,"gehoben",278,16,77562,2642823.61754065,68
"G-45",2015,10,105,101,"STW",3,0,3,NA,2015,1,2,"günstig",5000,14.2,54994,1963996.60961097,779
"AE-37",2012,198,108,109,"EFH",1,720,8,210,1968,0,4,"gehoben",5000,14.4,46335,830766.61047223,1033
"G-27",2010,84,103,104,"EFH",3,500,5,NA,1991,0,3,"mittel",5000,11.4,77485,1194444.74187784,1307
"AJ-34",2010,177,108,108,"EFH",1,280,4,110,1961,0,3,"mittel",5000,18.8,22034,1311907.00397501,1111
"V-43",2011,152,107,107,"EFH",1,630,6,180,1988,0,6,"sehr hoch",601,10.4,13140,955636.522807647,846
"O-31",2016,261,101,112,"STW",11,0,0,NA,2015,1,4,"gehoben",4120,3.8,57259,803047.811096534,1205
"AK-26",2010,231,109,110,"STW",3,0,5,NA,1998,0,1,"sehr günstig",5000,21.6,72059,345619.948111707,1362
"Q-35",2008,261,101,112,"Land",3,1950,NA,NA,NA,NA,6,"sehr hoch",463,1.2,1210,300.812340543256,270
"P-20",2011,53,111,103,"STW",11,0,4,NA,NA,NA,3,"mittel",5000,16,74114,2914343.79814158,1554
"AQ-45",2016,118,108,105,"MFH",1,2360,NA,NA,NA,NA,3,"mittel",4677,27.6,78404,2786387.27274619,800
"W-19",2011,224,109,110,"STW",3,0,0,NA,2011,1,1,"sehr günstig",5000,17.8,24137,1930693.4089557,479
"AE-47",2015,158,107,107,"STW",3,0,4,NA,1996,0,4,"gehoben",744,19.6,18019,905605.690031545,750
"P-33",2017,261,101,112,"STW",11,0,0,NA,1912,0,5,"hoch",2367,2,22431,571721.440472873,1131
"M-32",2016,261,101,112,"STW",3,0,0,NA,2017,1,4,"gehoben",4087,3.8,8888,868832.247471553,1166
"H-39",2017,241,104,111,"STW",1,0,0,NA,2017,1,4,"gehoben",5000,8.6,23212,1002571.97232405,184
"R-18",2014,68,111,103,"EFH",1,460,5,730,1977,0,2,"günstig",5000,18.2,39009,353205.360758584,1627
"R-35",2009,261,101,112,"STW",11,0,0,NA,1949,0,6,"sehr hoch",1507,2,31995,612094.055533409,1073
"AG-19",2012,230,109,110,"STW",1,0,2,NA,2012,1,2,"günstig",5000,23,72393,533891.327124322,1605
"O-36",2009,261,101,112,"STW",11,0,5,NA,1984,0,5,"hoch",626,2,72439,442438.437384088,1051
"P-19",2012,53,111,103,"STW",3,0,0,NA,2012,1,3,"mittel",5000,17,48412,247613.239943516,1591
"AK-38",2017,121,108,105,"EFH",3,520,3,80,1947,0,3,"mittel",5000,20,46279,228635.895157,1010
"Q-22",2014,72,111,103,"STW",3,0,0,NA,2014,1,3,"mittel",5000,13.4,30728,1166981.12542368,1483
"AB-35",2016,198,108,109,"STW",3,0,3,NA,1995,0,3,"mittel",5000,11.2,28598,1428537.17539005,1078
"AC-21",2007,230,109,110,"STW",11,0,0,NA,1923,0,3,"mittel",5000,18.8,27673,1147302.76735721,1529
"P-29",2009,261,101,112,"STW",11,0,0,NA,2009,1,4,"gehoben",5000,6.4,80861,650981.562489178,359
"B-21",2012,91,111,104,"Land",1,710,NA,NA,NA,NA,3,"mittel",5000,19.8,4382,1006.46736149793,1508
"O-20",2017,53,111,103,"EFH",3,940,5,100,1925,0,2,"günstig",5000,15.4,64400,278613.358774572,1553
"X-19",2012,224,109,110,"STW",11,0,0,NA,2012,1,1,"sehr günstig",5000,18.6,34172,1453183.15462221,1596
"AK-39",2012,121,108,105,"STW",11,0,3,NA,2004,0,2,"günstig",5000,20.2,48990,2961282.85406914,979
"L-24",2012,90,111,104,"STW",3,0,4,NA,2009,0,2,"günstig",5000,12.2,32384,1798459.44107685,1407
"S-35",2011,261,101,112,"STW",1,0,0,NA,1931,0,5,"hoch",1906,3,81860,1361202.95156026,1074
"N-24",2012,92,111,104,"STW",3,0,4,NA,2012,1,2,"günstig",5000,11.8,39268,984342.666631215,1409
"N-34",2010,261,101,112,"MFH",11,230,NA,NA,1905,0,4,"gehoben",2295,2,18762,2444048.16584731,1095
"T-31",2013,69,102,103,"STW",2,0,0,NA,2013,1,3,"mittel",5000,5.6,40567,2098267.0928716,327
"I-44",2009,2,105,101,"EFH",1,730,NA,NA,1951,0,3,"mittel",5000,12.2,29351,2950157.78168966,809
"H-22",2007,101,111,104,"Land",1,380,NA,NA,NA,NA,3,"mittel",5000,15.6,599,2696.58741620183,1477
"K-40",2016,3,105,101,"STW",1,0,0,NA,1982,0,3,"mittel",5000,7.6,30365,2761565.34129474,933
"O-40",2014,131,106,106,"STW",3,0,0,NA,1995,0,3,"mittel",1977,6,26472,1564084.65294691,935
"AB-20",2014,230,109,110,"STW",3,0,5,NA,2004,0,2,"günstig",5000,19.6,44327,650259.291356895,1564
"T-20",2007,56,111,103,"EFH",11,1480,4,120,1925,0,2,"günstig",5000,16.4,68752,1022720.89581296,1558
"W-43",2017,156,107,107,"STW",11,0,0,NA,2017,1,5,"hoch",1029,11.4,69325,1227823.58079171,847
"AM-34",2012,173,108,108,"STW",3,0,3,NA,1998,0,2,"günstig",5000,21.4,55366,1176498.49267013,1114
"AH-23",2017,230,109,110,"STW",11,0,4,NA,1993,0,2,"günstig",5000,21.2,21746,2608014.67946626,1462
"AB-26",2010,176,109,108,"EFH",1,830,4,180,1937,0,2,"günstig",5000,14.8,23442,2292836.08357213,1357
"AA-8",2012,33,110,102,"EFH",3,480,4,110,1997,0,2,"günstig",5000,30.2,42616,2544785.19963217,1817
"AC-21",2010,230,109,110,"EFH",1,420,6,190,1987,0,4,"gehoben",5000,18.8,41573,1464921.68983188,1529
"P-44",2015,136,106,106,"STW",1,0,0,NA,1997,0,3,"mittel",2746,9.8,41134,2343726.99652426,814
"T-26",2009,62,102,103,"STW",1,0,4,NA,1988,0,3,"mittel",5000,10.2,40032,2561900.06281866,1350
"U-36",2011,261,101,112,"STW",1,0,4,NA,2003,0,5,"hoch",2887,5,14793,1587113.25245001,247
"AS-46",2008,120,108,105,"EFH",6,3710,5,190,1790,0,NA,NA,3552,29.8,35228,2495.66669948399,97
"E-29",2008,246,104,111,"STW",1,0,4,NA,2008,1,4,"gehoben",5000,11.6,38916,2492473.68472815,1256
"P-44",2015,136,106,106,"EFH",1,570,5,230,2015,1,3,"mittel",2746,9.8,32711,445341.407015221,814
"AJ-29",2015,180,109,108,"EFH",3,180,4,40,1846,0,2,"günstig",5000,19.8,20612,1480971.60787671,1274
"H-30",2008,249,104,111,"STW",11,0,3,NA,1972,0,3,"mittel",5000,9,76957,1198012.38062873,1231
"M-20",2015,60,111,103,"EFH",1,920,5,90,1960,0,1,"sehr günstig",5000,15.6,61339,257432.943727938,1551
"J-36",2016,248,104,111,"EFH",1,840,7,170,1966,0,5,"hoch",5000,5.6,64092,433013.836055761,241
"AN-44",2016,113,108,105,"EFH",1,380,6,170,2006,0,2,"günstig",4832,24.4,66083,2252950.16710681,827
"R-23",2017,72,111,103,"STW",11,0,4,NA,2017,1,3,"mittel",5000,13,33307,2188640.89396922,1447
"J-51",2014,7,105,101,"EFH",1,370,5,170,2014,1,2,"günstig",5000,18.2,82160,2529723.66102773,22
"R-27",2016,62,102,103,"STW",1,0,0,NA,2016,1,4,"gehoben",5000,8.6,38298,279321.97876065,1316
"E-32",2014,243,104,111,"EFH",1,570,6,240,1950,0,3,"mittel",5000,10.4,28251,1026746.36231526,1160
"P-29",2016,261,101,112,"STW",1,0,2,NA,1973,0,4,"gehoben",5000,6.4,28682,306284.489831072,359
"P-29",2011,261,101,112,"EFH",11,1060,NA,NA,NA,NA,4,"gehoben",5000,6.4,41019,1269899.27463757,359
"U-41",2016,151,107,107,"EFH",1,720,6,270,2014,1,5,"hoch",739,8.6,71205,2155309.96501248,905
"T-21",2007,56,111,103,"STW",3,0,4,NA,2007,1,2,"günstig",5000,15.4,24556,1533940.61958394,1522
"W-27",2009,52,102,103,"STW",3,0,3,NA,2009,1,3,"mittel",5000,10.4,35408,2559509.17214574,1321
"H-28",2017,84,103,104,"MFH",1,2110,NA,NA,1981,0,3,"mittel",5000,10.4,37131,2204425.08641572,1281
"I-24",2013,86,111,104,"STW",1,0,0,NA,2013,1,2,"günstig",5000,12.8,79498,939433.655636269,1404
"AF-48",2009,158,107,107,"STW",11,0,3,NA,2009,1,4,"gehoben",599,20.6,23416,931106.80843296,733
"W-31",2014,191,102,109,"STW",3,0,0,NA,2014,1,3,"mittel",5000,7.6,78786,2084246.75533967,1210
"H-32",2016,247,104,111,"STW",3,0,4,NA,2016,1,2,"günstig",5000,8,47567,2581323.39370134,1163
"AP-28",2011,228,109,110,"STW",3,0,4,NA,2011,1,1,"sehr günstig",5000,25.4,24764,397670.306888409,1300
"Q-40",2007,139,106,106,"STW",1,0,5,NA,NA,NA,5,"hoch",326,6.2,18874,177189.194018254,174
"N-36",2013,261,101,112,"STW",3,0,0,NA,2013,1,4,"gehoben",1561,2.2,17311,2091577.12823199,1050
"E-31",2011,243,104,111,"STW",3,0,5,NA,2006,0,2,"günstig",5000,10.8,9993,393537.543368642,1197
"J-29",2012,96,103,104,"Land",3,710,NA,NA,1832,0,3,"mittel",5000,8.4,5868,2254.43066104455,1259
"Q-23",2007,72,111,103,"MFH",1,830,NA,NA,1993,0,4,"gehoben",5000,12.2,51921,237891.093631624,1446
"W-36",2008,195,102,109,"STW",3,0,3,NA,1996,0,4,"gehoben",4642,6.8,51732,2665829.17623874,249
"O-34",2013,261,101,112,"STW",3,0,3,NA,2013,1,5,"hoch",1253,1,16165,2970296.50610255,1096
"AE-36",2017,198,108,109,"EFH",1,560,5,150,1996,0,3,"mittel",5000,14.2,55127,478069.226558786,1058
"O-19",2012,53,111,103,"EFH",3,510,NA,NA,NA,NA,2,"günstig",5000,16.6,67941,2634978.42456622,1590
"R-28",2014,66,102,103,"STW",3,0,0,NA,2014,1,2,"günstig",5000,7.6,47674,1684303.64414386,1284
"M-24",2010,90,111,104,"EFH",1,460,3,220,2009,1,2,"günstig",5000,11.4,21533,1819103.05537039,1408
"W-27",2016,52,102,103,"STW",3,0,4,NA,1990,0,4,"gehoben",5000,10.4,65588,91442.6628738875,1321
"AF-37",2013,198,108,109,"EFH",1,430,5,80,1968,0,3,"mittel",5000,15.2,31372,806934.147228603,1034
"P-41",2013,131,106,106,"EFH",1,670,6,160,1965,0,3,"mittel",1330,6.6,21936,2409901.85833455,904
"Y-47",2015,142,106,106,"STW",11,0,0,NA,2015,1,4,"gehoben",278,16,77548,1389474.09752803,68
"Y-2",2011,27,110,102,"EFH",1,920,7,190,1976,0,2,"günstig",5000,35.8,53527,1144961.35379607,660
"Q-33",2014,261,101,112,"STW",11,0,4,NA,1962,0,6,"sehr hoch",1917,1.8,19303,2811969.44949857,1132
"AA-16",2011,223,109,110,"STW",3,0,4,NA,1993,0,2,"günstig",5000,22.2,76602,2301219.19190697,516
"Y-33",2013,197,102,109,"STW",1,0,0,NA,2007,0,3,"mittel",5000,8.6,11335,777968.186063576,1139
"S-38",2014,161,107,107,"STW",1,0,6,NA,1980,0,6,"sehr hoch",435,4.8,46312,2319021.61137562,205
"W-36",2010,195,102,109,"Land",1,2240,NA,NA,NA,NA,3,"mittel",4642,6.8,3776,1870.89219376922,249
"AV-37",2016,114,108,105,"EFH",1,1050,6,190,2016,1,1,"sehr günstig",5000,30,76047,319511.472078855,1042
"K-40",2009,3,105,101,"Land",3,7390,NA,NA,NA,NA,3,"mittel",5000,7.6,2895,35.0843230491737,933
"AK-38",2009,121,108,105,"STW",3,0,4,NA,NA,NA,2,"günstig",5000,20,52979,456719.247333705,1010
"Q-39",2013,135,106,106,"STW",3,0,3,NA,2013,1,5,"hoch",245,5,53869,1297039.07182452,189
"N-25",2012,92,111,104,"EFH",1,430,5,130,1949,0,2,"günstig",5000,10.8,69547,1890128.36979097,1380
"Y-39",2012,154,107,107,"STW",1,0,4,NA,2000,0,4,"gehoben",4981,9.8,57143,41300.4887877032,191
"K-39",2011,14,105,101,"EFH",1,300,5,120,1981,0,4,"gehoben",4833,6.8,74655,950119.63069567,965
"M-21",2009,89,111,104,"EFH",1,910,8,180,1967,0,2,"günstig",5000,14.6,19379,864994.257781305,460
"N-33",2014,261,101,112,"STW",3,0,0,NA,2013,1,4,"gehoben",3084,2.6,78904,1624406.22004797,1129
"AI-25",2017,231,109,110,"STW",1,0,0,NA,2016,1,1,"sehr günstig",5000,20.4,77696,1106168.47392917,430
"E-29",2009,244,104,111,"EFH",1,380,6,210,2011,1,3,"mittel",5000,11.6,48869,185654.596130364,1256
"AJ-19",2014,298,109,110,"EFH",1,760,7,240,1985,0,3,"mittel",5000,25.4,35708,2666575.11811075,1608
"W-32",2011,191,102,109,"EFH",1,430,5,180,2009,1,3,"mittel",5000,7,43325,2341526.98724403,1174
"T-36",2014,261,101,112,"STW",1,0,2,NA,1977,0,5,"hoch",2322,4,19839,92464.0503346454,1053
"T-20",2007,56,111,103,"STW",11,0,4,NA,1976,0,2,"günstig",5000,16.4,70419,2634887.1873921,1558
"T-29",2014,69,102,103,"EFH",11,1230,8,350,1969,0,4,"gehoben",5000,7.4,74151,2842578.29576486,1263
"AQ-46",2014,118,108,105,"EFH",1,740,5,150,2005,0,2,"günstig",3623,28.2,82848,2784293.7112588,96
"AA-28",2009,176,109,108,"STW",1,0,0,NA,2009,1,3,"mittel",5000,12.4,29930,734699.481767486,1290
"S-43",2014,141,106,106,"MFH",1,3450,NA,NA,1976,0,4,"gehoben",235,9.8,77847,1010218.73167297,136
"AN-45",2013,113,108,105,"EFH",1,350,NA,NA,NA,NA,2,"günstig",3812,25,65369,1257358.16069832,797
"AR-19",2014,220,109,110,"Land",3,1980,NA,NA,1880,0,1,"sehr günstig",5000,31.2,6292,1842.63497480599,480
"AE-40",2007,196,108,109,"STW",1,0,0,NA,NA,NA,2,"günstig",5000,15.2,39636,1265315.68458094,945
"AI-25",2008,231,109,110,"STW",11,0,0,NA,2008,1,1,"sehr günstig",5000,20.4,18475,1604427.56470002,430
"U-29",2008,69,102,103,"STW",11,0,0,NA,2003,0,4,"gehoben",5000,7.4,17370,558081.774863764,1264
"I-44",2010,2,105,101,"EFH",11,880,6,140,1961,0,2,"günstig",5000,12.2,17923,1877483.64416184,809
"AO-46",2014,118,108,105,"EFH",1,420,5,140,1950,0,2,"günstig",2957,26.4,13419,2777278.3720697,95
"AD-39",2008,198,108,109,"STW",3,0,5,NA,2008,1,3,"mittel",5000,13.8,9736,1395694.757313,194
"O-40",2010,131,106,106,"STW",11,0,0,NA,2010,1,4,"gehoben",1977,6,35500,1734149.52613215,935
"T-31",2013,69,102,103,"STW",2,0,0,NA,2013,1,3,"mittel",5000,5.6,40675,2432149.43307161,327
"I-23",2010,86,111,104,"EFH",1,320,5,180,1964,0,2,"günstig",5000,13.8,73865,550737.148127169,1439
"AB-21",2008,230,109,110,"STW",1,0,3,NA,1971,0,3,"mittel",5000,18.6,55172,872318.475191831,1528
"G-15",2012,102,111,104,"Land",1,4080,NA,NA,NA,NA,2,"günstig",5000,22.4,4810,2819.07125386188,1695
"K-20",2016,88,111,104,"STW",1,0,3,NA,2006,0,3,"mittel",5000,16.2,15625,462526.680421201,469
"H-43",2013,2,105,101,"EFH",3,950,10,NA,1800,0,2,"günstig",5000,11.4,20167,544231.594431098,837
"P-20",2014,53,111,103,"STW",11,0,0,NA,2014,1,2,"günstig",5000,16,66014,2068027.79340616,1554
"O-37",2016,261,101,112,"STW",3,0,0,NA,2016,1,4,"gehoben",657,3,73810,1279016.86310547,1028
"Y-45",2008,156,107,107,"Land",3,1040,NA,NA,NA,NA,5,"hoch",209,14.2,5234,2645.23593926302,109
"P-44",2010,136,106,106,"EFH",1,540,5,160,1978,0,3,"mittel",2746,9.8,27089,327898.167968728,814
"Q-30",2012,261,101,112,"STW",11,0,0,NA,2012,1,4,"gehoben",5000,4.8,64940,2487853.39224467,1237
"L-31",2013,261,101,112,"EFH",1,290,5,80,1924,0,5,"hoch",5000,5.6,54946,1730083.04263907,1202
"AC-20",2010,230,109,110,"EFH",1,450,5,100,1947,0,3,"mittel",5000,19.6,20112,548030.934623559,1565
"D-31",2008,243,104,111,"MFH",11,1230,NA,NA,1951,0,2,"günstig",5000,11.8,66523,2989270.76686278,1196
"R-28",2013,66,102,103,"MFH",3,710,NA,NA,1950,0,2,"günstig",5000,7.6,23669,264384.838993312,1284
"AH-42",2016,115,108,105,"STW",3,0,0,NA,2009,0,3,"mittel",5000,18.4,13055,1486733.24848164,884
"I-31",2008,247,104,111,"STW",3,0,4,NA,2008,1,2,"günstig",5000,7.4,31168,2705248.20981571,1201
"K-28",2016,96,103,104,"STW",11,0,4,NA,2004,0,3,"mittel",5000,8.2,13742,1084014.96339031,376
"AB-46",2007,159,107,107,"EFH",3,230,4,150,1998,0,3,"mittel",493,16.4,20822,1777539.66815316,90
"H-26",2015,83,103,104,"STW",11,0,0,NA,2015,1,2,"günstig",5000,12,82505,1142942.54013849,1340
"H-30",2010,251,104,111,"STW",3,0,4,NA,1999,0,3,"mittel",5000,9,50290,1208470.84449965,1231
"AA-14",2013,31,110,102,"STW",3,0,4,NA,1987,0,2,"günstig",5000,24.2,42613,2123292.71392268,1727
"W-35",2009,195,102,109,"STW",1,0,4,NA,2002,0,4,"gehoben",5000,6.6,25850,927570.292088552,272
"P-18",2016,53,111,103,"STW",3,0,0,NA,2016,1,3,"mittel",5000,18.2,12273,331328.481650096,1625
"Y-28",2012,52,102,103,"STW",1,0,0,NA,2004,0,3,"mittel",5000,10.8,28056,1414977.04916517,384
"G-45",2010,10,105,101,"EFH",1,850,9,200,1977,0,2,"günstig",5000,14.2,77442,174061.575141503,779
"AH-33",2008,172,108,108,"STW",1,0,4,NA,2008,1,3,"mittel",5000,17,21607,1625609.35275292,1146
"I-34",2016,248,104,111,"STW",3,0,4,NA,2004,0,4,"gehoben",5000,6.4,68621,2525089.69644678,291
"AF-18",2010,227,109,110,"STW",11,0,0,NA,2010,1,2,"günstig",5000,23.6,79106,2076628.951338,1637
"AQ-46",2011,118,108,105,"Land",1,580,NA,NA,NA,NA,2,"günstig",3623,28.2,3701,2249.92636524234,96
"AE-40",2014,196,108,109,"STW",1,0,0,NA,2014,1,2,"günstig",5000,15.2,25016,2100948.03565717,945
"AF-22",2007,230,109,110,"EFH",1,310,5,160,2009,1,3,"mittel",5000,20.4,28638,554191.985963145,1496
"Q-29",2013,261,101,112,"STW",3,0,0,NA,2013,1,4,"gehoben",5000,5.8,70710,1991581.07156761,360
"L-23",2011,90,111,104,"Land",1,1760,NA,NA,NA,NA,2,"günstig",5000,13.2,5656,249.902840326773,1442
"O-26",2017,97,102,104,"EFH",1,1140,5,80,1943,0,1,"sehr günstig",5000,9,79004,2465606.24351667,1347
"AL-21",2010,219,109,110,"EFH",3,350,4,140,2006,0,2,"günstig",5000,25.4,27127,2263813.80051689,1538
"G-45",2015,10,105,101,"EFH",1,750,5,100,1977,0,2,"günstig",5000,14.2,45257,2707149.19844491,779
"AO-42",2009,117,108,105,"STW",11,0,5,NA,2009,1,3,"mittel",5000,24.8,52362,2627861.51015025,891
"P-31",2017,261,101,112,"STW",11,0,0,NA,2015,1,5,"hoch",4503,4.2,54579,172541.401602095,1206
"AL-38",2007,121,108,105,"STW",1,0,0,NA,2007,1,3,"mittel",5000,20.8,53853,2044298.82592207,213
"K-37",2007,13,105,101,"STW",1,0,0,NA,2007,1,3,"mittel",4318,5.4,29737,80638.6225449387,1026
"AI-23",2016,230,109,110,"STW",1,0,0,NA,2016,1,3,"mittel",5000,21.6,48334,1760401.03296249,1463
"AI-41",2008,115,108,105,"STW",11,0,0,NA,2008,1,3,"mittel",5000,19.2,64748,1491624.65383217,916
"Z-49",2008,142,106,106,"STW",1,0,4,NA,1860,0,4,"gehoben",532,17.8,32452,2395164.67115947,47
"AP-47",2007,118,108,105,"STW",11,0,3,NA,2007,1,2,"günstig",2986,27.6,80632,2669193.21478205,77
"R-43",2008,141,106,106,"STW",3,0,5,NA,1972,0,4,"gehoben",622,9,22558,1785555.36881136,845
"Q-41",2017,139,106,106,"EFH",1,630,5,150,2003,0,5,"hoch",585,7.2,15976,1226884.59814992,162
"H-32",2011,247,104,111,"STW",3,0,0,NA,2011,1,2,"günstig",5000,8,67536,2320367.63659969,1163
"E-21",2009,99,111,104,"Land",3,540,NA,NA,NA,NA,2,"günstig",5000,17.6,3027,2191.85311754781,1511
"F-46",2007,10,105,101,"Land",3,330,NA,NA,NA,NA,2,"günstig",5000,15,139,1027.18980422942,756
"V-43",2010,152,107,107,"STW",1,0,4,NA,1998,0,6,"sehr hoch",601,10.4,24029,1645203.84011022,846
"AE-37",2017,198,108,109,"STW",3,0,0,NA,2016,1,2,"günstig",5000,14.4,19227,2333864.15617936,1033
"E-21",2016,93,111,104,"STW",1,0,4,NA,1973,0,2,"günstig",5000,17.6,30430,1470627.25716829,1511
"AC-21",2007,230,109,110,"STW",11,0,4,NA,1994,0,3,"mittel",5000,18.8,81242,804679.252616595,1529
"AL-46",2014,112,108,105,"EFH",11,340,6,220,2001,0,2,"günstig",2289,23.8,56512,2352463.43468211,774
"W-44",2013,156,107,107,"STW",3,0,4,NA,2012,1,5,"hoch",283,12.2,47369,736983.231859049,123
"W-26",2008,52,102,103,"Land",1,770,NA,NA,NA,NA,4,"gehoben",5000,11.2,992,950.738792968448,1353
"G-45",2016,10,105,101,"MFH",3,1490,NA,NA,1861,0,2,"günstig",5000,14.2,33585,559684.330874123,779
"AG-35",2013,198,108,109,"STW",3,0,0,NA,NA,NA,3,"mittel",5000,16,20641,464190.453235758,276
"S-31",2013,261,101,112,"EFH",1,400,5,180,1980,0,4,"gehoben",4666,4.6,25426,2550213.25069643,1209
"AD-43",2011,192,107,109,"STW",11,0,5,NA,NA,NA,3,"mittel",4200,15.8,68531,1912545.25240266,852
"E-29",2017,244,104,111,"STW",11,0,0,NA,2016,1,3,"mittel",5000,11.6,42509,1269096.96408419,1256
"X-53",2010,140,106,106,"EFH",1,620,6,200,1985,0,3,"mittel",4908,20.8,67387,1884392.19684596,671
"J-28",2015,96,103,104,"STW",11,0,0,NA,2015,1,3,"mittel",5000,9.2,37165,1182127.05432868,1283
"AE-17",2008,227,109,110,"STW",1,0,4,NA,1995,0,3,"mittel",5000,23.4,49805,2782457.66945742,1663
"J-31",2016,245,104,111,"STW",1,0,0,NA,2014,1,4,"gehoben",5000,6.8,74944,1105817.18475942,325
"Y-33",2007,197,102,109,"STW",1,0,0,NA,2007,1,3,"mittel",5000,8.6,11344,1376396.02919307,1139
"R-29",2017,66,102,103,"STW",3,0,0,NA,2017,1,3,"mittel",5000,6.6,38354,1454564.46317409,1262
"AR-42",2014,117,108,105,"MFH",6,3250,NA,NA,1882,0,NA,NA,5000,27.2,8734,184301.622069906,894
"H-32",2008,247,104,111,"Land",3,260,NA,NA,NA,NA,2,"günstig",5000,8,2441,1732.48873328592,1163
"AL-37",2016,177,108,108,"STW",3,0,4,NA,2007,0,2,"günstig",5000,20.6,72957,1208320.00167365,1035
"K-40",2007,3,105,101,"STW",3,0,4,NA,2002,0,3,"mittel",5000,7.6,60710,262214.058823534,933
"D-29",2016,246,104,111,"STW",1,0,4,NA,2009,0,4,"gehoben",5000,12.8,78875,1147171.22134508,353
"S-29",2009,66,102,103,"EFH",1,550,5,130,1964,0,4,"gehoben",5000,6.4,42076,1886151.08770737,361
"R-38",2014,161,107,107,"STW",1,0,0,NA,1980,0,6,"sehr hoch",300,3.8,22324,866366.06842617,204
"AA-20",2009,230,109,110,"STW",11,0,5,NA,1995,0,2,"günstig",5000,18.6,30306,1640692.74282886,1563
"AO-27",2011,228,109,110,"STW",3,0,5,NA,2011,1,1,"sehr günstig",5000,24.6,42816,1725171.4556329,404
"H-28",2011,84,103,104,"STW",11,0,4,NA,2011,1,2,"günstig",5000,10.4,49180,993939.53694636,1281
"AC-50",2015,138,106,106,"MFH",3,530,NA,NA,1867,0,3,"mittel",228,20.8,66096,1933855.67703529,42
"T-23",2016,63,111,103,"STW",3,0,3,NA,2017,1,2,"günstig",5000,13.4,61783,91439.8155969102,1449
"L-22",2015,89,111,104,"STW",11,0,5,NA,2004,0,2,"günstig",5000,14.4,10993,10203.9012515452,450
"Q-33",2007,261,101,112,"STW",1,0,1,NA,1973,0,6,"sehr hoch",1917,1.8,59566,1013832.99606841,1132
"J-26",2017,96,103,104,"EFH",1,410,5,180,1999,0,3,"mittel",5000,11,62689,1921077.31934637,1342
"R-34",2007,261,101,112,"STW",1,0,1,NA,1971,0,5,"hoch",2020,2.2,38942,1936281.76094557,1099
"R-18",2017,68,111,103,"EFH",1,520,5,120,1952,0,2,"günstig",5000,18.2,80548,1981669.76675543,1627
"O-36",2011,261,101,112,"MFH",11,900,NA,NA,1944,0,5,"hoch",626,2,39494,63141.273754416,1051
"AP-38",2013,111,108,105,"Land",3,560,NA,NA,NA,NA,2,"günstig",5000,24.6,5055,636.620394659229,1014
"J-32",2011,247,104,111,"STW",1,0,0,NA,2011,1,2,"günstig",5000,6.4,37974,2137170.97603483,313
"AD-36",2007,198,108,109,"STW",11,0,0,NA,2007,1,3,"mittel",5000,13.2,43656,798552.14372382,1057
"L-48",2014,12,105,101,"Land",3,870,NA,NA,NA,NA,2,"günstig",5000,14.6,6437,424.941936421441,720
"AI-16",2007,225,109,110,"EFH",1,570,5,140,1999,0,3,"mittel",5000,26.6,18067,2002718.62950455,1691
"X-31",2013,200,102,109,"EFH",1,320,5,180,1989,0,3,"mittel",5000,8.6,78799,1781282.68645541,1211
"M-31",2010,261,101,112,"STW",1,0,0,NA,1982,0,5,"hoch",4925,4.6,19041,764226.410271949,1203
"O-13",2008,55,111,103,"STW",3,0,2,NA,1974,0,3,"mittel",5000,23,52297,2025778.47153472,553
"AP-46",2008,118,108,105,"EFH",3,300,4,110,1880,0,2,"günstig",3929,27,21242,1789200.92112827,776
"AN-41",2007,117,108,105,"EFH",6,2940,4,120,1805,0,NA,NA,5000,23.4,59117,2383425.11701991,921
"V-2",2011,29,110,102,"EFH",1,580,5,170,2011,1,2,"günstig",5000,35.8,12253,2018027.14302309,658
"G-25",2008,83,103,104,"STW",1,0,4,NA,2008,1,3,"mittel",5000,13,53563,2652370.86967216,1373
"U-31",2015,191,102,109,"STW",3,0,0,NA,2015,1,3,"mittel",5000,6,26163,1073266.6136201,328
"V-34",2009,191,102,109,"STW",1,0,0,NA,2009,1,3,"mittel",5000,5.8,21652,2857867.28689424,1101
"K-33",2014,261,101,112,"STW",11,0,0,NA,2014,1,4,"gehoben",4912,4.8,27692,171714.196755085,1126
